,kyon_nums,eaten_kyons,dead_kyons,born_kyons,eaten_grasses,increase
0,152,0,0,2,63,2
1,151,0,1,0,142,-1
2,151,0,0,0,113,0
3,151,0,0,0,93,0
4,151,0,0,0,129,0
5,150,0,1,0,125,-1
6,148,0,2,0,143,-2
7,148,0,0,0,117,0
8,148,0,0,0,91,0
9,148,0,0,0,105,0
10,148,0,0,0,144,0
11,148,0,0,0,106,0
12,148,0,0,0,123,0
13,148,0,0,0,119,0
14,148,0,0,0,101,0
15,147,1,0,0,142,-1
16,146,1,0,0,109,-1
17,147,0,0,1,121,1
18,146,1,0,0,96,-1
19,146,0,0,0,103,0
20,146,0,0,0,141,0
21,146,0,0,0,114,0
22,146,0,0,0,94,0
23,146,0,0,0,95,0
24,146,0,0,0,120,0
25,147,0,0,1,138,1
26,147,0,0,0,110,0
27,147,0,0,0,140,0
28,147,0,0,0,112,0
29,147,0,0,0,93,0
30,147,1,0,1,136,0
31,148,0,0,1,115,1
32,149,0,0,1,88,1
33,149,0,0,0,145,0
34,149,0,0,0,112,0
35,149,0,0,0,123,0
36,149,0,0,0,98,0
37,150,0,0,1,101,1
38,151,0,0,1,146,1
39,149,0,2,0,118,-2
40,149,0,0,0,91,0
41,149,0,0,0,98,0
42,149,0,0,0,143,0
43,149,1,0,1,110,0
44,149,0,0,0,141,0
45,149,0,0,0,121,0
46,148,0,1,0,90,-1
47,148,0,0,0,134,0
48,148,0,0,0,111,0
49,148,0,0,0,112,0
50,148,0,0,0,95,0
51,147,1,0,0,141,-1
52,147,0,0,0,115,0
53,146,0,1,0,139,-1
54,146,0,0,0,119,0
55,146,0,0,0,97,0
56,146,0,0,0,140,0
57,146,0,0,0,114,0
58,146,0,0,0,142,0
59,146,0,0,0,110,0
60,146,0,0,0,89,0
61,146,0,0,0,143,0
62,145,1,0,0,120,-1
63,146,0,0,1,95,1
64,146,0,0,0,110,0
65,146,0,0,0,141,0
66,146,0,0,0,117,0
67,146,0,0,0,115,0
68,146,0,0,0,98,0
69,146,0,0,0,133,0
70,146,0,0,0,112,0
71,146,0,0,0,97,0
72,146,0,0,0,137,0
73,146,0,1,1,110,0
74,145,1,0,0,140,-1
75,144,0,1,0,111,-1
76,144,0,0,0,123,0
77,145,0,0,1,116,1
78,145,0,0,0,104,0
79,145,0,0,0,142,0
80,145,0,0,0,115,0
81,146,0,0,1,100,1
82,146,0,0,0,142,0
83,146,0,0,0,114,0
84,146,0,0,0,99,0
85,146,0,0,0,110,0
86,146,0,0,0,121,0
87,146,0,0,0,140,0
88,146,0,0,0,110,0
89,146,0,0,0,125,0
