,kyon_nums,eaten_kyons,dead_kyons,born_kyons,eaten_grasses,increase
0,10,0,0,0,5,0
1,10,0,0,0,10,0
2,10,0,0,0,8,0
3,10,0,0,0,10,0
4,10,0,0,0,10,0
5,10,0,0,0,7,0
6,10,0,0,0,8,0
7,10,0,0,0,8,0
8,10,0,0,0,10,0
9,10,0,0,0,9,0
10,10,0,0,0,7,0
11,10,0,0,0,10,0
12,10,0,0,0,8,0
13,10,0,0,0,10,0
14,10,0,0,0,9,0
15,10,0,0,0,7,0
16,10,0,0,0,10,0
17,10,0,0,0,8,0
18,10,0,0,0,8,0
19,10,0,0,0,10,0
20,10,0,0,0,9,0
21,10,0,0,0,7,0
22,10,0,0,0,10,0
23,10,0,0,0,9,0
24,10,0,0,0,10,0
25,10,0,0,0,7,0
26,10,0,0,0,10,0
27,10,0,0,0,10,0
28,10,0,0,0,8,0
29,10,0,0,0,10,0
30,10,0,0,0,9,0
31,10,0,0,0,10,0
32,10,0,0,0,10,0
33,10,0,0,0,7,0
34,10,0,0,0,10,0
35,10,0,0,0,8,0
36,10,0,0,0,9,0
37,10,0,0,0,10,0
38,10,0,0,0,8,0
39,10,0,0,0,10,0
40,10,0,0,0,7,0
41,10,0,0,0,9,0
42,10,0,0,0,10,0
43,10,0,0,0,8,0
44,10,0,0,0,10,0
45,10,0,0,0,10,0
46,10,0,0,0,9,0
47,10,0,0,0,10,0
48,10,0,0,0,10,0
49,10,0,0,0,6,0
50,10,0,0,0,10,0
51,10,0,0,0,8,0
52,10,0,0,0,9,0
53,10,0,0,0,10,0
54,10,0,0,0,5,0
55,10,0,0,0,8,0
56,10,0,0,0,10,0
57,10,0,0,0,7,0
58,10,0,0,0,10,0
59,10,0,0,0,10,0
60,10,0,0,0,7,0
61,10,0,0,0,9,0
62,10,0,0,0,10,0
63,10,0,0,0,8,0
64,10,0,0,0,8,0
65,10,0,0,0,7,0
66,10,0,0,0,9,0
67,10,0,0,0,9,0
68,10,0,0,0,10,0
69,11,0,0,1,10,1
70,12,0,0,1,9,1
71,12,0,0,0,12,0
72,12,0,0,0,10,0
73,12,0,0,0,12,0
74,12,0,0,0,11,0
75,13,0,0,1,7,1
76,13,0,0,0,13,0
77,13,0,0,0,12,0
78,13,0,0,0,12,0
79,13,0,0,0,11,0
80,13,0,0,0,12,0
