,kyon_nums,eaten_kyons,dead_kyons,born_kyons,eaten_grasses,increase
0,150,0,0,0,77,0
1,150,0,1,1,132,0
2,150,0,0,0,122,0
3,151,0,0,1,143,1
4,151,1,0,1,109,0
5,151,0,0,0,100,0
6,153,0,0,2,128,2
7,153,0,0,0,145,0
8,152,1,0,0,114,-1
9,152,0,0,0,90,0
10,152,0,0,0,110,0
11,152,0,0,0,127,0
12,152,0,0,0,122,0
13,151,0,1,0,142,-1
14,150,0,1,0,114,-1
15,151,0,0,1,93,1
16,151,0,0,0,143,0
17,153,0,0,2,113,2
18,153,0,0,0,91,0
19,155,0,0,2,132,2
20,157,0,0,2,146,2
21,156,1,1,1,124,-1
22,156,0,0,0,145,0
23,156,0,1,1,122,0
24,156,0,0,0,121,0
25,156,0,0,0,105,0
26,156,0,0,0,102,0
27,156,0,0,0,152,0
28,156,0,0,0,117,0
29,157,0,0,1,100,1
30,157,0,0,0,98,0
31,158,0,0,1,150,1
32,159,0,0,1,121,1
33,159,0,1,1,90,0
34,159,0,0,0,130,0
35,159,0,0,0,124,0
36,159,0,1,1,153,0
37,159,0,0,0,125,0
38,160,0,0,1,139,1
39,160,0,0,0,110,0
40,160,0,0,0,119,0
41,160,0,0,0,152,0
42,160,0,0,0,121,0
43,159,1,0,0,99,-1
44,160,0,0,1,149,1
45,159,0,1,0,122,-1
46,159,0,0,0,92,0
47,159,0,0,0,139,0
48,159,0,0,0,153,0
49,159,0,0,0,119,0
50,159,0,0,0,102,0
51,159,0,0,0,150,0
52,159,0,0,0,129,0
53,158,0,1,0,96,-1
54,158,0,0,0,147,0
55,158,0,0,0,119,0
56,157,0,1,0,94,-1
57,158,0,0,1,150,1
58,159,0,0,1,123,1
59,159,0,0,0,102,0
60,159,0,0,0,148,0
61,159,0,0,0,115,0
62,160,0,0,1,130,1
63,159,0,1,0,128,-1
64,159,0,0,0,105,0
65,160,0,0,1,115,1
66,161,1,0,2,156,1
67,160,0,1,0,119,-1
