,kyon_nums,eaten_kyons,dead_kyons,born_kyons,eaten_grasses,increase
0,83,0,0,0,41,0
1,84,0,0,1,81,1
2,84,0,0,0,70,0
3,84,0,0,0,59,0
4,84,0,0,0,84,0
5,84,0,0,0,63,0
6,83,1,0,0,70,-1
7,83,0,0,0,70,0
8,82,1,0,0,55,-1
9,81,0,1,0,59,-1
10,80,1,0,0,78,-1
11,80,0,0,0,67,0
12,81,0,0,1,49,1
13,82,0,0,1,73,1
14,82,0,0,0,76,0
15,82,0,0,0,71,0
16,82,0,0,0,55,0
17,81,1,0,0,62,-1
18,82,0,0,1,77,1
19,82,0,0,0,66,0
20,82,0,0,0,57,0
21,82,0,0,0,79,0
22,82,0,0,0,72,0
23,81,0,1,0,70,-1
24,81,0,0,0,60,0
25,81,0,0,0,56,0
26,82,0,0,1,71,1
27,81,0,1,0,77,-1
28,82,0,0,1,70,1
29,80,2,0,0,76,-2
30,81,0,0,1,68,1
31,80,1,0,0,72,-1
32,80,1,0,1,50,0
33,80,0,0,0,59,0
34,80,0,0,0,68,0
35,80,0,0,0,80,0
36,80,0,0,0,66,0
37,78,1,1,0,62,-2
38,78,0,0,0,71,0
39,78,0,0,0,57,0
40,78,0,0,0,75,0
41,77,1,0,0,60,-1
42,77,0,0,0,59,0
43,77,0,0,0,76,0
44,78,0,0,1,66,1
45,76,2,0,0,76,-2
46,76,0,0,0,57,0
47,76,0,0,0,65,0
48,76,0,0,0,61,0
49,76,0,0,0,55,0
50,76,0,0,0,74,0
51,75,1,0,0,56,-1
52,74,1,0,0,50,-1
53,72,2,0,0,60,-2
54,71,1,0,0,70,-1
55,71,0,0,0,63,0
56,70,0,1,0,46,-1
57,68,2,0,0,56,-2
58,68,0,0,0,54,0
59,69,0,0,1,56,1
60,68,1,0,0,55,-1
61,68,0,0,0,66,0
62,68,0,0,0,58,0
63,68,0,0,0,56,0
64,69,1,0,2,56,1
65,69,0,0,0,50,0
66,68,1,0,0,67,-1
67,67,1,0,0,56,-1
68,67,1,0,1,57,0
69,67,0,0,0,56,0
70,67,0,0,0,58,0
71,67,0,0,0,41,0
72,67,0,0,0,48,0
73,67,0,0,0,59,0
74,66,1,0,0,64,-1
75,66,0,0,0,54,0
76,66,0,0,0,48,0
77,67,0,0,1,50,1
78,67,0,0,0,58,0
79,67,0,0,0,57,0
80,67,0,0,0,67,0
81,67,0,0,0,58,0
82,67,0,0,0,49,0
83,67,0,0,0,67,0
84,67,0,0,0,55,0
85,67,0,0,0,46,0
86,67,0,0,0,64,0
87,66,0,1,0,51,-1
88,66,0,0,0,61,0
89,66,0,0,0,54,0
90,66,1,0,1,46,0
91,64,1,1,0,59,-2
92,64,1,0,1,54,0
93,63,1,0,0,56,-1
94,61,1,1,0,61,-2
95,61,0,0,0,54,0
96,61,0,0,0,60,0
97,61,0,0,0,52,0
98,61,0,0,0,52,0
99,61,0,0,0,47,0
100,61,0,0,0,47,0
101,60,1,0,0,55,-1
102,60,0,0,0,59,0
103,61,0,0,1,52,1
104,60,1,0,0,51,-1
105,60,0,0,0,55,0
106,60,0,0,0,56,0
107,60,0,0,0,52,0
108,60,0,0,0,56,0
109,60,0,0,0,48,0
110,60,0,0,0,49,0
111,61,0,0,1,58,1
112,61,0,0,0,49,0
113,61,0,0,0,53,0
114,61,0,0,0,54,0
115,61,0,0,0,51,0
116,60,1,0,0,60,-1
117,61,0,0,1,47,1
118,61,0,0,0,47,0
119,60,1,0,0,45,-1
120,59,1,0,0,52,-1
121,59,0,0,0,57,0
122,59,0,0,0,49,0
123,59,0,0,0,51,0
124,59,0,0,0,42,0
125,59,0,0,0,59,0
126,59,0,0,0,48,0
127,59,0,0,0,59,0
128,59,0,0,0,49,0
129,59,0,0,0,47,0
130,59,0,0,0,41,0
131,59,0,0,0,45,0
132,59,0,0,0,57,0
133,59,0,0,0,49,0
134,59,0,0,0,45,0
135,59,0,0,0,59,0
136,59,0,0,0,52,0
137,59,0,0,0,40,0
138,59,0,0,0,57,0
139,59,0,0,0,53,0
140,59,0,0,0,54,0
141,60,0,0,1,42,1
142,60,0,0,0,46,0
143,61,0,0,1,60,1
144,61,0,0,0,54,0
145,60,1,0,0,49,-1
146,59,0,1,0,59,-1
147,58,0,1,0,51,-1
148,58,0,0,0,45,0
149,58,0,0,0,52,0
150,57,1,0,0,46,-1
151,57,0,0,0,50,0
152,56,1,0,0,51,-1
153,56,0,0,0,51,0
154,56,0,0,0,53,0
155,56,0,0,0,51,0
156,56,0,0,0,48,0
157,56,0,0,0,37,0
158,55,0,1,0,52,-1
159,52,2,1,0,47,-3
160,51,1,0,0,49,-1
161,51,0,0,0,47,0
162,51,0,0,0,37,0
163,50,1,0,0,49,-1
164,50,0,0,0,43,0
165,50,0,0,0,42,0
166,50,0,0,0,39,0
167,50,0,0,0,39,0
168,50,0,0,0,47,0
169,50,0,0,0,42,0
170,50,0,0,0,49,0
171,50,0,0,0,44,0
172,50,0,0,0,50,0
173,50,0,0,0,42,0
174,50,0,0,0,46,0
175,50,0,0,0,43,0
176,49,0,1,0,40,-1
177,48,1,0,0,35,-1
178,48,0,0,0,47,0
179,48,0,0,0,39,0
180,48,0,0,0,37,0
181,48,0,0,0,42,0
182,48,0,0,0,48,0
183,48,0,0,0,38,0
184,48,0,0,0,46,0
185,48,0,0,0,44,0
186,48,0,0,0,47,0
187,48,0,0,0,38,0
188,48,0,0,0,46,0
189,48,0,0,0,41,0
190,48,0,0,0,48,0
191,48,0,0,0,44,0
192,47,0,1,0,32,-1
193,47,0,0,0,43,0
194,46,1,0,0,46,-1
195,46,0,0,0,39,0
196,46,0,0,0,45,0
197,46,0,0,0,39,0
198,46,0,0,0,42,0
199,46,0,0,0,39,0
200,46,0,0,0,42,0
201,46,0,0,0,43,0
202,46,0,0,0,37,0
203,46,0,0,0,39,0
204,46,0,0,0,38,0
205,46,0,0,0,45,0
206,46,0,0,0,40,0
207,46,0,0,0,42,0
208,47,0,0,1,39,1
209,47,0,0,0,33,0
210,47,0,0,0,35,0
211,47,0,0,0,42,0
212,47,0,0,0,47,0
213,47,0,0,0,40,0
214,47,0,0,0,35,0
215,47,0,0,0,47,0
216,47,0,0,0,40,0
217,47,0,0,0,39,0
218,48,0,0,1,38,1
219,48,0,0,0,42,0
220,47,1,0,0,43,-1
221,47,0,0,0,39,0
222,47,0,0,0,43,0
223,48,0,0,1,40,1
224,49,0,0,1,43,1
225,49,0,0,0,38,0
226,48,0,1,0,42,-1
227,48,0,0,0,39,0
228,48,0,0,0,47,0
229,48,0,0,0,41,0
230,47,1,0,0,31,-1
231,47,0,0,0,39,0
232,46,0,1,0,40,-1
233,46,0,0,0,45,0
234,45,1,0,0,39,-1
235,45,0,0,0,32,0
236,45,0,0,0,45,0
237,46,0,0,1,37,1
238,46,0,0,0,31,0
239,46,0,0,0,46,0
240,46,0,0,0,42,0
241,46,0,0,0,38,0
