,kyon_nums,eaten_kyons,dead_kyons,born_kyons,eaten_grasses,increase
0,150,0,0,0,144,0
1,151,0,0,1,120,1
2,150,0,1,0,143,-1
3,151,0,0,1,115,1
4,151,0,0,0,102,0
5,150,1,0,0,142,-1
6,151,0,0,1,120,1
7,151,0,0,0,95,0
8,150,0,1,0,142,-1
9,150,0,0,0,114,0
10,149,0,1,0,122,-1
11,148,1,0,0,117,-1
12,148,0,0,0,122,0
13,148,0,0,0,101,0
14,148,0,1,1,95,0
15,148,0,0,0,127,0
16,148,0,0,0,123,0
17,148,0,0,0,123,0
18,148,0,0,0,116,0
19,148,0,0,0,116,0
20,149,0,0,1,120,1
21,149,0,0,0,115,0
22,149,0,0,0,140,0
23,148,1,0,0,112,-1
24,148,0,0,0,122,0
25,147,1,1,1,110,-1
26,148,0,0,1,102,1
27,149,0,0,1,140,1
28,149,0,0,0,110,0
29,149,0,0,0,142,0
30,148,1,0,0,103,-1
31,148,0,0,0,99,0
32,148,0,0,0,139,0
33,148,1,0,1,117,0
34,148,0,0,0,97,0
35,149,0,0,1,123,1
36,149,1,0,1,113,0
37,149,0,0,0,124,0
38,148,1,0,0,112,-1
39,146,2,0,0,117,-2
40,145,1,0,0,117,-1
41,145,0,0,0,121,0
42,145,0,0,0,138,0
43,145,0,0,0,104,0
44,144,1,0,0,140,-1
45,144,0,0,0,118,0
46,144,1,0,1,100,0
47,143,0,1,0,139,-1
48,143,0,0,0,117,0
49,142,1,0,0,98,-1
50,143,0,0,1,99,1
51,143,0,1,1,139,0
52,142,1,0,0,111,-1
53,142,0,0,0,105,0
54,141,0,1,0,105,-1
55,141,0,0,0,135,0
56,141,0,0,0,108,0
57,141,0,0,0,98,0
58,141,0,0,0,132,0
59,141,0,0,0,113,0
60,142,0,0,1,88,1
61,142,0,0,0,100,0
62,144,0,0,2,134,2
63,144,0,0,0,116,0
64,143,0,1,0,95,-1
65,143,0,1,1,122,0
66,143,0,0,0,116,0
67,141,1,1,0,113,-2
68,141,1,0,1,133,0
69,142,0,0,1,111,1
70,143,0,0,1,102,1
71,143,0,0,0,97,0
72,143,0,0,0,136,0
73,143,0,0,0,113,0
74,140,2,1,0,93,-3
75,140,0,0,0,121,0
76,139,1,0,0,136,-1
77,139,0,0,0,115,0
78,139,0,0,0,89,0
79,140,0,0,1,134,1
80,141,0,0,1,119,1
81,141,0,0,0,95,0
82,141,0,1,1,136,0
83,141,0,0,0,118,0
84,141,0,0,0,96,0
85,141,0,0,0,135,0
86,141,0,0,0,110,0
87,140,1,0,0,122,-1
88,140,0,0,0,116,0
89,140,0,0,0,94,0
90,140,0,0,0,110,0
91,140,0,0,0,136,0
92,139,0,1,0,116,-1
93,139,0,0,0,135,0
94,140,0,0,1,107,1
95,140,0,0,0,132,0
96,140,0,0,0,115,0
97,140,0,0,0,137,0
98,139,2,0,1,112,-1
99,139,0,0,0,92,0
100,138,1,0,0,117,-1
101,139,0,0,1,116,1
102,139,0,0,0,115,0
103,139,0,0,0,114,0
104,139,0,0,0,114,0
105,139,0,0,0,132,0
106,138,0,1,0,112,-1
107,138,0,0,0,115,0
108,137,1,0,0,112,-1
109,137,0,0,0,99,0
110,138,0,0,1,132,1
111,138,0,0,0,111,0
112,138,0,0,0,86,0
113,138,0,0,0,120,0
114,137,0,1,0,113,-1
115,136,0,1,0,118,-1
116,136,0,0,0,111,0
117,136,0,0,0,133,0
118,136,0,0,0,105,0
119,136,0,0,0,129,0
120,136,0,0,0,109,0
121,134,2,0,0,127,-2
122,135,0,0,1,109,1
123,134,1,1,1,85,-1
124,135,0,0,1,132,1
125,134,0,1,0,104,-1
126,133,1,0,0,111,-1
127,133,0,0,0,113,0
128,134,0,1,2,109,1
129,133,1,1,1,107,-1
130,133,0,0,0,114,0
131,133,0,0,0,87,0
132,133,0,0,0,95,0
133,134,0,0,1,107,1
134,135,0,0,1,108,1
135,133,1,1,0,125,-2
136,133,0,0,0,106,0
137,133,0,0,0,84,0
138,133,0,0,0,131,0
139,133,0,1,1,110,0
140,133,0,0,0,83,0
141,133,0,0,0,126,0
142,134,0,0,1,108,1
143,134,0,0,0,124,0
144,134,0,0,0,109,0
145,135,0,0,1,96,1
146,134,1,0,0,123,-1
147,134,0,0,0,99,0
148,134,0,0,0,89,0
149,134,0,0,0,128,0
150,134,0,0,0,105,0
151,134,0,0,0,113,0
152,133,1,0,0,110,-1
153,132,1,0,0,88,-1
154,132,0,0,0,93,0
155,132,0,0,0,126,0
156,133,0,0,1,104,1
157,134,0,0,1,85,1
158,134,0,0,0,129,0
159,136,0,0,2,103,2
160,136,0,0,0,115,0
161,136,0,0,0,115,0
162,136,0,0,0,103,0
163,136,0,0,0,111,0
164,136,0,0,0,112,0
165,136,1,0,1,102,0
166,136,0,0,0,89,0
167,136,0,0,0,104,0
168,136,1,0,1,111,0
169,135,1,0,0,115,-1
170,133,2,0,0,126,-2
171,133,0,0,0,115,0
172,134,0,0,1,74,1
173,132,0,2,0,125,-2
174,133,0,0,1,106,1
175,133,0,0,0,84,0
176,131,1,1,0,93,-2
177,130,1,0,0,123,-1
178,130,0,0,0,97,0
179,129,0,1,0,84,-1
180,130,1,0,2,127,1
181,130,0,0,0,88,0
182,130,0,0,0,80,0
183,131,0,1,2,123,1
184,131,0,0,0,94,0
185,131,1,0,1,124,0
186,130,1,0,0,106,-1
187,129,1,0,0,111,-1
188,128,0,1,0,91,-1
189,128,0,0,0,82,0
190,128,0,0,0,123,0
191,127,1,0,0,106,-1
192,126,1,0,0,78,-1
193,125,1,0,0,116,-1
194,123,1,1,0,100,-2
195,123,0,0,0,85,0
196,123,0,0,0,116,0
197,122,2,0,1,96,-1
198,122,0,0,0,79,0
199,122,0,0,0,115,0
200,122,0,0,0,89,0
201,120,2,0,0,114,-2
202,120,0,0,0,97,0
203,120,0,0,0,117,0
204,120,0,0,0,100,0
205,120,0,0,0,81,0
206,120,0,0,0,112,0
207,120,0,0,0,94,0
208,121,0,0,1,98,1
209,121,0,0,0,104,0
210,120,0,1,0,97,-1
211,119,1,0,0,104,-1
212,120,0,0,1,113,1
213,121,0,0,1,94,1
214,121,0,0,0,84,0
215,121,0,0,0,115,0
216,121,0,0,0,94,0
217,121,0,0,0,80,0
218,120,1,0,0,113,-1
219,119,2,0,1,95,-1
220,119,0,0,0,103,0
221,119,0,0,0,89,0
222,119,0,0,0,113,0
223,119,0,0,0,93,0
224,120,0,0,1,105,1
225,120,0,0,0,102,0
226,122,0,0,2,84,2
227,122,0,0,0,116,0
228,122,0,0,0,98,0
229,123,0,0,1,87,1
230,123,0,0,0,106,0
231,123,0,0,0,102,0
232,123,0,0,0,93,0
233,124,0,0,1,98,1
234,124,0,0,0,122,0
235,124,0,0,0,103,0
236,125,0,0,1,77,1
237,125,0,0,0,90,0
238,125,0,0,0,122,0
239,124,0,1,0,97,-1
240,124,0,0,0,103,0
241,124,0,0,0,82,0
242,122,1,1,0,80,-2
243,122,0,0,0,104,0
244,123,0,0,1,115,1
245,123,0,0,0,98,0
246,123,0,0,0,83,0
247,122,0,1,0,118,-1
248,122,0,0,0,94,0
249,123,0,0,1,89,1
250,123,1,0,1,118,0
251,123,0,0,0,97,0
252,122,1,0,0,77,-1
253,122,0,0,0,115,0
254,122,0,0,0,94,0
255,122,0,0,0,94,0
256,122,1,0,1,103,0
257,122,0,0,0,74,0
258,122,0,0,0,83,0
259,122,0,0,0,108,0
260,122,0,0,0,95,0
261,121,1,0,0,114,-1
262,121,0,0,0,81,0
263,121,0,0,0,114,0
264,121,0,0,0,98,0
265,121,0,0,0,73,0
266,122,0,0,1,105,1
267,122,0,0,0,96,0
268,122,0,0,0,118,0
269,122,0,0,0,94,0
270,122,1,0,1,118,0
271,123,0,0,1,96,1
272,123,0,0,0,80,0
273,123,0,0,0,104,0
274,122,1,0,0,92,-1
275,122,0,0,0,111,0
276,121,1,0,0,96,-1
277,121,0,0,0,82,0
278,123,0,0,2,117,2
279,122,1,0,0,98,-1
280,122,0,0,0,85,0
281,123,0,0,1,121,1
282,123,0,0,0,100,0
283,125,0,0,2,120,2
284,125,0,0,0,101,0
285,122,2,1,0,72,-3
286,122,0,0,0,117,0
287,123,1,0,2,93,1
288,124,0,0,1,118,1
289,124,0,0,0,94,0
290,124,0,0,0,97,0
291,124,0,0,0,100,0
292,124,0,0,0,76,0
293,123,1,0,0,86,-1
294,124,0,0,1,114,1
295,123,0,2,1,93,-1
296,123,0,0,0,101,0
297,123,0,0,0,100,0
298,123,0,0,0,87,0
299,122,0,1,0,118,-1
300,122,0,0,0,89,0
301,123,0,0,1,76,1
302,123,0,0,0,104,0
303,123,0,0,0,116,0
304,123,0,0,0,99,0
305,124,0,0,1,78,1
306,124,0,0,0,95,0
307,124,0,0,0,99,0
308,124,0,0,0,100,0
309,126,0,0,2,104,2
310,126,0,0,0,105,0
311,127,0,0,1,107,1
312,127,0,0,0,101,0
313,127,0,0,0,103,0
314,126,0,1,0,111,-1
315,125,1,0,0,96,-1
316,125,0,0,0,121,0
317,126,0,0,1,96,1
318,125,1,0,0,78,-1
319,125,0,1,1,121,0
320,125,0,0,0,100,0
321,123,0,2,0,76,-2
322,122,1,0,0,115,-1
323,122,0,0,0,101,0
324,122,0,0,0,86,0
325,122,0,0,0,118,0
326,122,0,0,0,104,0
327,122,0,0,0,98,0
328,122,0,0,0,100,0
329,122,0,0,0,104,0
330,123,0,0,1,84,1
331,123,0,0,0,86,0
332,124,0,0,1,102,1
333,124,1,0,1,99,0
334,123,1,0,0,117,-1
335,123,0,0,0,104,0
336,122,1,0,0,102,-1
337,122,0,0,0,90,0
338,121,0,1,0,80,-1
339,121,0,0,0,115,0
340,121,0,0,0,92,0
341,121,0,0,0,74,0
342,120,1,0,0,101,-1
343,121,0,0,1,117,1
344,121,0,0,0,92,0
345,120,0,1,0,114,-1
346,120,0,0,0,98,0
347,122,0,0,2,92,2
348,122,0,0,0,84,0
349,122,0,0,0,92,0
350,121,1,0,0,111,-1
351,120,1,0,0,106,-1
352,120,0,0,0,118,0
353,119,1,0,0,97,-1
354,119,0,0,0,112,0
355,119,0,0,0,97,0
356,119,0,0,0,81,0
357,117,1,1,0,85,-2
358,116,1,0,0,110,-1
359,117,0,0,1,95,1
360,117,0,0,0,114,0
361,115,1,1,0,86,-2
362,115,0,0,0,100,0
363,115,0,0,0,79,0
364,115,0,0,0,79,0
365,115,0,0,0,111,0
366,115,0,1,1,86,0
367,115,0,0,0,99,0
368,115,0,0,0,79,0
369,115,0,0,0,111,0
370,115,0,0,0,89,0
371,115,0,0,0,75,0
372,116,0,0,1,107,1
373,116,0,0,0,93,0
374,116,0,0,0,93,0
375,117,0,0,1,76,1
376,117,0,0,0,91,0
377,116,1,0,0,114,-1
378,116,0,0,0,95,0
379,115,0,1,0,115,-1
380,115,0,0,0,92,0
381,115,0,0,0,67,0
382,114,1,0,0,77,-1
383,115,0,0,1,111,1
384,115,0,0,0,84,0
385,115,0,0,0,76,0
386,115,0,0,0,111,0
387,114,1,0,0,93,-1
388,113,0,1,0,110,-1
389,112,0,1,0,86,-1
390,113,0,0,1,71,1
391,113,0,0,0,111,0
392,113,0,0,0,96,0
393,113,0,0,0,73,0
394,114,0,0,1,71,1
395,113,1,0,0,110,-1
396,113,0,0,0,87,0
397,113,0,0,0,63,0
398,113,0,0,0,107,0
399,113,0,0,0,95,0
400,112,0,1,0,109,-1
401,112,0,0,0,85,0
402,112,0,0,0,105,0
403,112,0,0,0,83,0
404,111,1,0,0,73,-1
405,111,0,0,0,103,0
406,112,0,0,1,83,1
407,112,0,0,0,70,0
408,111,0,1,0,96,-1
409,110,1,0,0,93,-1
410,111,0,0,1,102,1
411,111,0,0,0,82,0
412,112,0,0,1,84,1
413,112,0,0,0,81,0
414,112,0,0,0,95,0
415,112,0,0,0,107,0
416,112,0,0,0,94,0
417,112,0,0,0,83,0
418,112,0,0,0,97,0
419,113,0,0,1,109,1
420,113,0,0,0,88,0
421,113,1,0,1,102,0
422,112,0,1,0,91,-1
423,112,0,0,0,111,0
424,112,0,0,0,91,0
425,112,0,0,0,107,0
426,112,1,0,1,89,0
427,111,1,0,0,77,-1
428,111,0,0,0,108,0
429,111,0,0,0,89,0
430,111,0,0,0,73,0
431,110,0,1,0,73,-1
432,110,0,0,0,108,0
433,109,1,0,0,87,-1
434,109,0,0,0,108,0
435,109,0,0,0,87,0
436,109,0,0,0,96,0
437,109,0,0,0,85,0
438,109,0,0,0,90,0
439,108,1,0,0,81,-1
440,107,0,1,0,78,-1
441,107,0,0,0,104,0
442,107,0,0,0,89,0
443,108,0,0,1,63,1
444,108,0,0,0,79,0
445,108,0,0,0,104,0
446,108,0,0,0,83,0
447,108,0,0,0,106,0
448,107,0,1,0,88,-1
449,107,0,0,0,92,0
450,108,0,0,1,88,1
451,108,0,0,0,70,0
452,107,2,0,1,72,-1
