,kyon_nums,eaten_kyons,dead_kyons,born_kyons,eaten_grasses,increase
0,10,0,0,0,5,0
1,10,0,0,0,10,0
2,11,0,0,1,10,1
3,11,0,0,0,10,0
4,11,0,0,0,8,0
5,11,0,0,0,11,0
6,11,0,0,0,11,0
7,11,0,0,0,11,0
8,11,0,0,0,9,0
9,11,0,0,0,8,0
10,11,0,0,0,11,0
11,11,0,0,0,9,0
12,11,0,0,0,11,0
13,11,0,0,0,11,0
14,11,0,0,0,7,0
15,11,0,0,0,10,0
16,11,0,0,0,7,0
17,11,0,0,0,9,0
18,11,0,0,0,8,0
19,11,0,0,0,11,0
20,11,0,0,0,7,0
21,11,0,0,0,11,0
22,11,0,0,0,8,0
23,11,0,0,0,11,0
24,9,1,1,0,6,-2
25,9,0,0,0,9,0
26,9,0,0,0,9,0
27,9,0,0,0,7,0
28,9,0,0,0,8,0
29,9,0,0,0,8,0
30,9,0,0,0,7,0
31,9,0,0,0,8,0
32,9,0,0,0,8,0
33,9,0,0,0,7,0
34,9,0,0,0,8,0
35,9,0,0,0,9,0
36,9,0,0,0,7,0
37,9,0,0,0,9,0
38,9,0,0,0,8,0
39,9,0,0,0,6,0
40,9,0,0,0,7,0
41,9,0,0,0,9,0
42,9,0,0,0,7,0
43,9,0,0,0,8,0
44,9,0,0,0,8,0
45,9,0,0,0,9,0
46,9,0,0,0,7,0
47,9,0,0,0,6,0
48,9,0,0,0,9,0
49,9,0,0,0,7,0
50,9,0,0,0,9,0
51,8,1,0,0,7,-1
52,8,0,0,0,7,0
53,8,0,0,0,6,0
54,8,0,0,0,8,0
55,8,0,0,0,6,0
56,8,0,0,0,8,0
57,8,0,0,0,7,0
58,8,0,0,0,8,0
59,8,0,0,0,7,0
60,7,0,1,0,7,-1
61,7,0,0,0,5,0
62,7,0,0,0,7,0
63,7,0,0,0,6,0
64,7,0,0,0,6,0
65,7,0,0,0,6,0
66,7,0,0,0,7,0
67,7,0,0,0,6,0
68,7,0,0,0,7,0
69,7,0,0,0,7,0
70,7,0,0,0,7,0
71,7,0,0,0,7,0
72,7,0,0,0,6,0
73,7,0,0,0,7,0
74,7,0,0,0,4,0
75,7,0,0,0,6,0
76,7,0,0,0,7,0
77,7,0,0,0,7,0
78,7,0,0,0,5,0
79,7,0,0,0,5,0
80,7,0,0,0,7,0
